District,year,Year_kharif,Area_Hec_Rice,Prod_Ton_Rice,Yield_Rice,total_agr_Area_hect,rice_area_pct
Agra,2010,2010 - 2011,"4,342.00","9,413.00",2.17,"1,30,466",0.033280701
Agra,2011,2011 - 2012,"6,724.00","16,803.00",2.5,"1,54,325",0.043570387
Agra,2012,2012 - 2013,"3,556.00","8,975.00",2.52,"1,25,489",0.028337145
Agra,2013,2013 - 2014,"8,691.00","22,475.00",2.59,"1,31,795",0.065943321
Agra,2014,2014 - 2015,"10,164.00","24,231.00",2.38,"1,33,468",0.076153085
Agra,2015,2015 - 2016,"9,401.00","22,553.00",2.4,"1,46,986",0.063958472
Agra,2016,2016 - 2017,"4,872.00","13,281.00",2.73,"1,25,719",0.038753092
Agra,2017,2017 - 2018,"5,252.00","13,109.00",2.5,"1,32,357",0.039680561
Agra,2018,2018 - 2019,"5,432.00","13,374.00",2.46,"1,23,499",0.043984162
Agra,2019,2019 - 2020,"5,296.00","13,642.00",2.58,"1,27,721",0.041465382
Agra,2020,2020 - 2021,"5,962.00","16,223.00",2.72,"1,25,234",0.04760688
Agra,2021,2021 - 2022,"4,909.00","12,572.00",2.56,"2,46,486",0.019915938
Aligarh,2010,2010 - 2011,"64,485.00","1,31,614.00",2.04,"2,02,875",0.317855823
Aligarh,2011,2011 - 2012,"70,307.00","1,54,394.00",2.2,"1,97,314",0.356320383
Aligarh,2012,2012 - 2013,"85,311.00","2,09,609.00",2.46,"2,14,373",0.397955899
Aligarh,2013,2013 - 2014,"87,525.00","1,96,144.00",2.24,"2,02,854",0.431467952
Aligarh,2014,2014 - 2015,"90,420.00","2,01,998.00",2.23,"2,05,470",0.440064243
Aligarh,2015,2015 - 2016,"87,723.00","2,05,798.00",2.35,"2,07,556",0.422647382
Aligarh,2016,2016 - 2017,"79,388.00","2,01,328.00",2.54,"2,11,567",0.375238104
Aligarh,2017,2017 - 2018,"83,454.00","2,22,906.00",2.67,"2,04,853",0.407384808
Aligarh,2018,2018 - 2019,"95,680.00","2,30,780.00",2.41,"2,14,076",0.446944076
Aligarh,2019,2019 - 2020,"91,823.00","2,39,658.00",2.61,"2,08,607",0.44017219
Aligarh,2020,2020 - 2021,"83,341.00","2,19,354.00",2.63,"2,05,246",0.406054198
Aligarh,2021,2021 - 2022,"87,759.00","2,18,871.00",2.49,"3,84,214",0.228411771
Allahabad,2010,2010 - 2011,"1,41,316.00","3,28,560.00",2.33,"1,89,498",0.745738741
Allahabad,2011,2011 - 2012,"1,55,232.00","3,97,083.00",2.56,"2,05,983",0.75361559
Allahabad,2012,2012 - 2013,"1,48,937.00","4,27,300.00",2.87,"2,00,946",0.741179222
Allahabad,2013,2013 - 2014,"1,59,525.00","4,20,986.00",2.64,"2,10,035",0.759516271
Allahabad,2014,2014 - 2015,"1,49,419.00","3,13,780.00",2.1,"1,98,345",0.753328796
Allahabad,2015,2015 - 2016,"1,46,462.00","2,68,465.00",1.83,"1,97,880",0.74015565
Allahabad,2016,2016 - 2017,"1,66,477.00","4,59,976.00",2.76,"2,13,433",0.779996533
Allahabad,2017,2017 - 2018,"1,67,118.00","4,58,572.00",2.74,"2,07,666",0.804744156
Allahabad,2018,2018 - 2019,"1,54,505.00","4,82,056.00",3.12,"1,98,054",0.780115524
Allahabad,2019,2019 - 2020,"1,54,773.00","4,83,047.00",3.12,"2,04,699",0.756100421
Allahabad,2020,2020 - 2021,"1,57,847.00","4,96,271.00",3.14,"2,05,090",0.769647472
Allahabad,2021,2021 - 2022,"1,55,439.00","4,63,208.00",2.98,"3,94,421",0.394094128
Ambedkar Nagar,2010,2010 - 2011,"1,13,002.00","2,98,099.00",2.64,"1,28,102",0.882125181
Ambedkar Nagar,2011,2011 - 2012,"1,16,323.00","3,13,374.00",2.69,"1,31,533",0.88436362
Ambedkar Nagar,2012,2012 - 2013,"1,15,800.00","3,19,492.00",2.76,"1,32,207",0.875899158
Ambedkar Nagar,2013,2013 - 2014,"1,15,279.00","3,14,251.00",2.73,"1,30,155",0.885705505
Ambedkar Nagar,2014,2014 - 2015,"1,18,607.00","2,90,706.00",2.45,"1,34,479",0.881974137
Ambedkar Nagar,2015,2015 - 2016,"1,12,181.00","2,36,814.00",2.11,"1,25,250",0.895656687
Ambedkar Nagar,2016,2016 - 2017,"1,16,358.00","2,96,015.00",2.54,"1,31,985",0.881600182
Ambedkar Nagar,2017,2017 - 2018,"1,18,326.00","3,79,590.00",3.21,"1,34,320",0.880926147
Ambedkar Nagar,2018,2018 - 2019,"1,18,618.00","3,59,175.00",3.03,"1,34,875",0.879466172
Ambedkar Nagar,2019,2019 - 2020,"1,14,525.00","3,52,050.00",3.07,"1,29,483",0.884479044
Ambedkar Nagar,2020,2020 - 2021,"1,15,918.00","3,50,884.00",3.03,"1,52,882",0.758218757
Ambedkar Nagar,2021,2021 - 2022,"1,17,615.00","3,23,206.00",2.75,"2,69,981",0.435641767
Amethi,2010,2010 - 2011,"1,13,314.00","2,36,940.00",2.09,"1,24,975",0.906693339
Amethi,2011,2011 - 2012,"1,22,203.00","2,72,146.00",2.23,"1,41,098",0.866085983
Amethi,2012,2012 - 2013,"1,18,227.00","3,08,454.00",2.61,"1,34,979",0.875891805
Amethi,2013,2013 - 2014,"1,23,251.00","2,80,396.00",2.27,"1,38,769",0.888173872
Amethi,2014,2014 - 2015,"97,395.00","1,47,846.00",1.52,"1,10,210",0.883721985
Amethi,2015,2015 - 2016,"92,511.00","1,81,969.00",1.97,"1,05,836",0.874097661
Amethi,2016,2016 - 2017,"1,16,456.00","2,71,110.00",2.33,"1,32,412",0.879497327
Amethi,2017,2017 - 2018,"1,13,979.00","2,77,083.00",2.43,"1,31,315",0.867981571
Amethi,2018,2018 - 2019,"1,21,428.00","3,35,384.00",2.76,"1,38,522",0.876597219
Amethi,2019,2019 - 2020,"1,18,349.00","3,23,685.00",2.74,"1,35,406",0.874030693
Amethi,2020,2020 - 2021,"1,19,311.00","3,18,202.00",2.67,"1,34,300",0.88839166
Amethi,2021,2021 - 2022,"1,19,568.00","2,88,039.00",2.41,"2,63,915",0.453054961
Auraiya,2010,2010 - 2011,"37,124.00","99,641.00",2.68,"89,406",0.415229403
Auraiya,2011,2011 - 2012,"50,179.00","1,45,519.00",2.9,"90,641",0.553601571
Auraiya,2012,2012 - 2013,"52,566.00","1,64,321.00",3.13,"99,784",0.526797883
Auraiya,2013,2013 - 2014,"53,582.00","1,76,070.00",3.29,"95,904",0.558704538
Auraiya,2014,2014 - 2015,"55,752.00","1,75,898.00",3.16,"1,07,257",0.519798242
Auraiya,2015,2015 - 2016,"53,479.00","1,50,811.00",2.82,"97,850",0.546540623
Auraiya,2016,2016 - 2017,"52,248.00","1,59,670.00",3.06,"1,00,146",0.521718291
Auraiya,2017,2017 - 2018,"49,897.00","1,48,094.00",2.97,"96,550",0.516799586
Auraiya,2018,2018 - 2019,"49,084.00","1,51,522.00",3.09,"95,756",0.512594511
Auraiya,2019,2019 - 2020,"47,087.00","1,64,899.00",3.5,"95,463",0.493248693
Auraiya,2020,2020 - 2021,"30,680.00","1,11,092.00",3.62,"83,791",0.366149109
Auraiya,2021,2021 - 2022,"49,320.00","1,67,885.00",3.4,"1,93,213",0.255262327
Azamgarh,2010,2010 - 2011,"2,03,577.00","4,17,536.00",2.05,"2,38,843",0.852346521
Azamgarh,2011,2011 - 2012,"2,10,944.00","4,69,350.00",2.22,"2,50,949",0.840585139
Azamgarh,2012,2012 - 2013,"2,10,961.00","4,53,777.00",2.15,"2,46,459",0.85596793
Azamgarh,2013,2013 - 2014,"2,17,062.00","4,77,971.00",2.2,"2,52,199",0.860677481
Azamgarh,2014,2014 - 2015,"2,02,341.00","4,00,028.00",1.98,"2,37,961",0.850311606
Azamgarh,2015,2015 - 2016,"2,07,312.00","4,08,405.00",1.97,"2,41,928",0.856916107
Azamgarh,2016,2016 - 2017,"2,10,850.00","4,74,202.00",2.25,"2,45,159",0.860054087
Azamgarh,2017,2017 - 2018,"2,16,041.00","5,12,233.00",2.37,"2,45,680",0.879359329
Azamgarh,2018,2018 - 2019,"2,13,970.00","5,25,724.00",2.46,"2,47,555",0.864333178
Azamgarh,2019,2019 - 2020,"2,12,211.00","5,25,647.00",2.48,"2,51,813",0.842732504
Azamgarh,2020,2020 - 2021,"2,12,305.00","5,12,292.00",2.41,"2,39,794",0.885364104
Azamgarh,2021,2021 - 2022,"2,12,579.00","5,08,064.00",2.39,"4,58,940",0.463195625
Baghpat,2010,2010 - 2011,"4,575.00","10,756.00",2.35,"79,564",0.05750088
Baghpat,2011,2011 - 2012,"5,108.00","14,292.00",2.8,"80,417",0.063518908
Baghpat,2012,2012 - 2013,"5,088.00","15,483.00",3.04,"80,411",0.063274925
Baghpat,2013,2013 - 2014,"7,931.00","24,126.00",3.04,"81,977",0.096746648
Baghpat,2014,2014 - 2015,"5,792.00","14,515.00",2.51,"84,400",0.068625592
Baghpat,2015,2015 - 2016,"6,362.00","17,470.00",2.75,"81,068",0.078477328
Baghpat,2016,2016 - 2017,"5,375.00","13,927.00",2.59,"81,720",0.065773372
Baghpat,2017,2017 - 2018,"4,223.00","11,770.00",2.79,"82,074",0.051453566
Baghpat,2018,2018 - 2019,"5,866.00","16,736.00",2.85,"81,621",0.071868759
Baghpat,2019,2019 - 2020,"9,586.00","29,506.00",3.08,"86,091",0.111347295
Baghpat,2020,2020 - 2021,"5,443.00","16,236.00",2.98,"60,356",0.090181589
Baghpat,2021,2021 - 2022,"4,847.00","13,998.00",2.89,"69,800",0.069441261
Bahraich,2010,2010 - 2011,"1,59,111.00","3,29,519.00",2.07,"2,67,196",0.595484214
Bahraich,2011,2011 - 2012,"1,59,686.00","3,52,427.00",2.21,"2,67,798",0.596292728
Bahraich,2012,2012 - 2013,"1,59,182.00","3,80,445.00",2.39,"2,63,851",0.603302622
Bahraich,2013,2013 - 2014,"1,59,025.00","3,75,935.00",2.36,"2,64,545",0.601126462
Bahraich,2014,2014 - 2015,"1,65,249.00","3,67,679.00",2.22,"2,77,826",0.594793144
Bahraich,2015,2015 - 2016,"1,68,151.00","3,17,469.00",1.89,"2,76,838",0.607398551
Bahraich,2016,2016 - 2017,"1,59,187.00","3,60,081.00",2.26,"2,66,627",0.59704006
Bahraich,2017,2017 - 2018,"1,64,735.00","4,18,921.00",2.54,"2,72,516",0.604496617
Bahraich,2018,2018 - 2019,"1,62,206.00","4,22,871.00",2.61,"2,70,088",0.600567223
Bahraich,2019,2019 - 2020,"1,62,178.00","4,33,502.00",2.67,"2,67,683",0.605858422
Bahraich,2020,2020 - 2021,"1,62,847.00","4,39,198.00",2.7,"3,09,404",0.526324805
Bahraich,2021,2021 - 2022,"1,62,320.00","3,74,797.00",2.31,"5,48,412",0.295981853
Ballia,2010,2010 - 2011,"1,08,568.00","2,06,931.00",1.91,"1,51,918",0.714648692
Ballia,2011,2011 - 2012,"1,17,098.00","2,97,663.00",2.54,"1,59,397",0.734631141
Ballia,2012,2012 - 2013,"1,12,168.00","2,44,302.00",2.18,"1,56,448",0.71696666
Ballia,2013,2013 - 2014,"1,18,000.00","2,61,960.00",2.22,"1,62,460",0.726332636
Ballia,2014,2014 - 2015,"1,22,464.00","2,51,908.00",2.06,"1,62,644",0.752957379
Ballia,2015,2015 - 2016,"1,15,763.00","1,96,103.00",1.69,"1,57,508",0.734965843
Ballia,2016,2016 - 2017,"1,15,908.00","2,76,556.00",2.39,"1,60,394",0.722645485
Ballia,2017,2017 - 2018,"1,15,681.00","2,89,550.00",2.5,"1,61,260",0.717357063
Ballia,2018,2018 - 2019,"1,17,147.00","2,91,813.00",2.49,"1,57,296",0.744755111
Ballia,2019,2019 - 2020,"1,17,384.00","3,33,136.00",2.84,"1,56,214",0.75143073
Ballia,2020,2020 - 2021,"1,16,409.00","2,97,309.00",2.55,"1,57,120",0.740892312
Ballia,2021,2021 - 2022,"1,16,196.00","2,97,810.00",2.56,"3,04,250",0.381909614
Balrampur,2010,2010 - 2011,"1,05,641.00","2,30,192.00",2.18,"1,75,130",0.603214755
Balrampur,2011,2011 - 2012,"1,07,106.00","2,35,098.00",2.2,"1,75,503",0.610280166
Balrampur,2012,2012 - 2013,"1,06,533.00","2,47,370.00",2.32,"1,76,049",0.605132662
Balrampur,2013,2013 - 2014,"1,05,387.00","2,32,800.00",2.21,"1,61,357",0.653129396
Balrampur,2014,2014 - 2015,"1,08,030.00","1,98,235.00",1.83,"1,70,253",0.634526264
Balrampur,2015,2015 - 2016,"1,07,782.00","1,94,331.00",1.8,"1,65,030",0.653105496
Balrampur,2016,2016 - 2017,"1,17,531.00","2,53,162.00",2.15,"1,77,018",0.663949429
Balrampur,2017,2017 - 2018,"1,07,125.00","2,62,456.00",2.45,"1,64,271",0.652123625
Balrampur,2018,2018 - 2019,"1,08,909.00","2,94,708.00",2.71,"1,64,608",0.661626409
Balrampur,2019,2019 - 2020,"1,07,189.00","2,97,128.00",2.77,"1,64,552",0.65139895
Balrampur,2020,2020 - 2021,"1,08,645.00","3,12,246.00",2.87,"2,24,068",0.484875127
Balrampur,2021,2021 - 2022,"1,23,673.00","3,24,518.00",2.62,"3,56,265",0.347137664
Banda,2010,2010 - 2011,"47,536.00","54,761.00",1.15,"1,27,195",0.373725382
Banda,2011,2011 - 2012,"55,840.00","82,587.00",1.48,"1,30,451",0.428053445
Banda,2012,2012 - 2013,"49,833.00","87,208.00",1.75,"1,22,409",0.407102419
Banda,2013,2013 - 2014,"56,350.00","1,01,881.00",1.81,"1,20,654",0.467037976
Banda,2014,2014 - 2015,"45,895.00","81,923.00",1.79,"1,19,599",0.383740667
Banda,2015,2015 - 2016,"44,983.00","58,253.00",1.3,"1,47,387",0.305203308
Banda,2016,2016 - 2017,"61,205.00","1,05,028.00",1.72,"1,20,984",0.505893341
Banda,2017,2017 - 2018,"51,760.00","1,02,019.00",1.97,"1,14,925",0.450380683
Banda,2018,2018 - 2019,"51,864.00","1,09,589.00",2.11,"1,15,481",0.449112841
Banda,2019,2019 - 2020,"46,958.00","1,23,734.00",2.63,"1,13,660",0.413144466
Banda,2020,2020 - 2021,"53,038.00","1,27,344.00",2.4,"1,22,577",0.432691288
Banda,2021,2021 - 2022,"47,461.00","1,13,527.00",2.39,"1,95,945",0.242215928
Barabanki,2010,2010 - 2011,"1,76,864.00","4,20,936.00",2.38,"2,06,016",0.858496427
Barabanki,2011,2011 - 2012,"1,77,698.00","4,86,004.00",2.73,"2,05,981",0.862691219
Barabanki,2012,2012 - 2013,"1,83,962.00","5,62,372.00",3.06,"2,11,650",0.86918025
Barabanki,2013,2013 - 2014,"1,81,235.00","5,17,970.00",2.86,"2,08,247",0.870288648
Barabanki,2014,2014 - 2015,"1,91,884.00","5,29,600.00",2.76,"2,18,036",0.880056504
Barabanki,2015,2015 - 2016,"1,86,626.00","5,13,408.00",2.75,"2,10,626",0.886053953
Barabanki,2016,2016 - 2017,"1,83,331.00","4,99,760.00",2.73,"2,09,395",0.875527114
Barabanki,2017,2017 - 2018,"1,81,604.00","5,20,659.00",2.87,"2,07,971",0.873217901
Barabanki,2018,2018 - 2019,"1,83,466.00","5,30,400.00",2.89,"2,08,095",0.881645402
Barabanki,2019,2019 - 2020,"1,80,663.00","6,13,712.00",3.4,"2,05,455",0.87933124
Barabanki,2020,2020 - 2021,"1,82,412.00","5,96,852.00",3.27,"2,02,895",0.899046305
Barabanki,2021,2021 - 2022,"1,80,443.00","4,48,762.00",2.49,"4,02,847",0.447919433
Bareilly,2010,2010 - 2011,"1,63,015.00","2,70,279.00",1.66,"2,55,016",0.639234401
Bareilly,2011,2011 - 2012,"1,66,888.00","4,20,558.00",2.52,"2,74,904",0.60707738
Bareilly,2012,2012 - 2013,"1,45,203.00","3,24,384.00",2.23,"2,66,435",0.544984705
Bareilly,2013,2013 - 2014,"1,62,916.00","3,66,561.00",2.25,"2,72,260",0.598383898
Bareilly,2014,2014 - 2015,"1,62,390.00","3,34,361.00",2.06,"2,77,163",0.585900715
Bareilly,2015,2015 - 2016,"1,58,117.00","3,26,353.00",2.06,"2,67,116",0.591941329
Bareilly,2016,2016 - 2017,"1,59,246.00","3,56,074.00",2.24,"2,71,903",0.585672096
Bareilly,2017,2017 - 2018,"1,44,194.00","3,54,861.00",2.46,"2,57,832",0.559255639
Bareilly,2018,2018 - 2019,"1,50,203.00","4,01,793.00",2.67,"2,62,700",0.571766273
Bareilly,2019,2019 - 2020,"1,64,822.00","3,94,089.00",2.39,"2,72,278",0.605344538
Bareilly,2020,2020 - 2021,"1,56,904.00","4,89,854.00",3.12,"2,71,093",0.578782927
Bareilly,2021,2021 - 2022,"1,57,924.00","3,94,968.00",2.5,"4,55,550",0.346666667
Basti,2010,2010 - 2011,"1,02,314.00","2,15,473.00",2.11,"1,43,774",0.711630754
Basti,2011,2011 - 2012,"1,22,176.00","3,16,802.00",2.59,"1,66,673",0.733028145
Basti,2012,2012 - 2013,"1,07,977.00","2,65,084.00",2.46,"1,52,748",0.706896326
Basti,2013,2013 - 2014,"1,04,860.00","2,63,933.00",2.52,"1,50,792",0.695394981
Basti,2014,2014 - 2015,"1,04,328.00","2,02,814.00",1.94,"1,46,142",0.71388102
Basti,2015,2015 - 2016,"98,297.00","1,84,798.00",1.88,"1,44,433",0.680571615
Basti,2016,2016 - 2017,"1,02,554.00","2,11,671.00",2.06,"1,43,853",0.712908316
Basti,2017,2017 - 2018,"1,05,368.00","3,12,627.00",2.97,"1,51,651",0.694805837
Basti,2018,2018 - 2019,"1,07,365.00","3,02,555.00",2.82,"1,54,441",0.695184569
Basti,2019,2019 - 2020,"1,05,375.00","2,85,250.00",2.71,"1,61,075",0.654198355
Basti,2020,2020 - 2021,"1,04,824.00","2,73,905.00",2.61,"1,71,083",0.612708451
Basti,2021,2021 - 2022,"1,32,479.00","3,36,497.00",2.54,"3,30,742",0.400550883
Bijnor,2010,2010 - 2011,"55,816.00","1,31,000.00",2.35,"2,84,024",0.196518604
Bijnor,2011,2011 - 2012,"53,734.00","1,28,800.00",2.4,"2,89,420",0.185660977
Bijnor,2012,2012 - 2013,"51,390.00","1,29,708.00",2.52,"2,69,128",0.190950031
Bijnor,2013,2013 - 2014,"52,943.00","1,23,304.00",2.33,"2,57,319",0.205748507
Bijnor,2014,2014 - 2015,"54,742.00","1,43,205.00",2.62,"2,70,322",0.20250664
Bijnor,2015,2015 - 2016,"51,317.00","1,32,911.00",2.59,"2,57,181",0.199536513
Bijnor,2016,2016 - 2017,"53,369.00","1,34,863.00",2.53,"2,61,563",0.204038798
Bijnor,2017,2017 - 2018,"50,835.00","1,27,647.00",2.51,"2,54,936",0.199402987
Bijnor,2018,2018 - 2019,"54,482.00","1,31,629.00",2.42,"2,61,379",0.208440617
Bijnor,2019,2019 - 2020,"57,985.00","1,53,950.00",2.65,"2,61,686",0.221582354
Bijnor,2020,2020 - 2021,"54,801.00","1,63,362.00",2.98,"3,18,032",0.172312849
Bijnor,2021,2021 - 2022,"56,430.00","1,57,270.00",2.79,"3,80,487",0.148309929
Budaun,2010,2010 - 2011,"84,311.00","1,58,167.00",1.88,"2,99,225",0.281764558
Budaun,2011,2011 - 2012,"87,728.00","1,87,299.00",2.13,"2,98,572",0.293825275
Budaun,2012,2012 - 2013,"83,806.00","1,91,329.00",2.28,"2,66,768",0.314153122
Budaun,2013,2013 - 2014,"79,975.00","1,76,185.00",2.2,"2,64,393",0.302485315
Budaun,2014,2014 - 2015,"81,242.00","1,66,790.00",2.05,"2,71,120",0.29965329
Budaun,2015,2015 - 2016,"66,610.00","1,23,029.00",1.85,"2,55,175",0.261036544
Budaun,2016,2016 - 2017,"69,991.00","1,48,171.00",2.12,"2,62,631",0.266499385
Budaun,2017,2017 - 2018,"73,986.00","1,51,375.00",2.05,"2,50,809",0.294989414
Budaun,2018,2018 - 2019,"1,00,181.00","2,52,556.00",2.52,"2,62,413",0.381768434
Budaun,2019,2019 - 2020,"78,094.00","2,06,090.00",2.64,"2,54,932",0.306332669
Budaun,2020,2020 - 2021,"82,772.00","2,19,346.00",2.65,"2,41,898",0.342177281
Budaun,2021,2021 - 2022,"82,985.00","2,10,782.00",2.54,"4,75,516",0.174515684
Bulandshahr,2010,2010 - 2011,"74,827.00","1,68,885.00",2.26,"2,00,790",0.372662981
Bulandshahr,2011,2011 - 2012,"88,300.00","2,09,271.00",2.37,"2,20,072",0.401232324
Bulandshahr,2012,2012 - 2013,"83,783.00","2,16,328.00",2.58,"2,06,315",0.406092625
Bulandshahr,2013,2013 - 2014,"95,669.00","2,51,801.00",2.63,"2,11,872",0.451541497
Bulandshahr,2014,2014 - 2015,"1,07,595.00","2,75,551.00",2.56,"2,17,072",0.495665033
Bulandshahr,2015,2015 - 2016,"1,03,446.00","2,78,063.00",2.69,"2,05,990",0.502189427
Bulandshahr,2016,2016 - 2017,"83,816.00","2,11,719.00",2.53,"2,00,510",0.418014064
Bulandshahr,2017,2017 - 2018,"92,571.00","2,78,824.00",3.01,"2,05,826",0.449753675
Bulandshahr,2018,2018 - 2019,"93,425.00","2,64,299.00",2.83,"2,10,740",0.443318781
Bulandshahr,2019,2019 - 2020,"97,137.00","2,80,435.00",2.89,"2,07,303",0.468574984
Bulandshahr,2020,2020 - 2021,"90,244.00","2,56,293.00",2.84,"2,10,374",0.428969359
Bulandshahr,2021,2021 - 2022,"92,914.00","2,60,995.00",2.81,"3,65,363",0.254305992
Chandauli,2010,2010 - 2011,"98,325.00","2,70,984.00",2.76,"1,08,072",0.909810127
Chandauli,2011,2011 - 2012,"1,11,777.00","2,99,451.00",2.68,"1,23,888",0.902242348
Chandauli,2012,2012 - 2013,"1,08,200.00","3,02,203.00",2.79,"1,17,446",0.921274458
Chandauli,2013,2013 - 2014,"1,12,455.00","3,00,817.00",2.67,"1,22,073",0.921211079
Chandauli,2014,2014 - 2015,"1,02,598.00","3,03,793.00",2.96,"1,17,445",0.873583379
Chandauli,2015,2015 - 2016,"1,13,922.00","3,51,449.00",3.08,"1,23,517",0.922318385
Chandauli,2016,2016 - 2017,"1,16,007.00","3,19,135.00",2.75,"1,26,666",0.915849557
Chandauli,2017,2017 - 2018,"1,14,635.00","3,52,159.00",3.07,"1,22,720",0.934118318
Chandauli,2018,2018 - 2019,"1,12,163.00","3,57,015.00",3.18,"1,21,919",0.919979659
Chandauli,2019,2019 - 2020,"1,14,277.00","3,81,571.00",3.34,"1,23,812",0.922988079
Chandauli,2020,2020 - 2021,"1,14,594.00","3,74,035.00",3.26,"1,24,764",0.918486102
Chandauli,2021,2021 - 2022,"1,14,961.00","3,86,269.00",3.36,"2,44,709",0.469786563
Chitrakoot,2010,2010 - 2011,"7,506.00","5,892.00",0.78,"58,627",0.128029747
Chitrakoot,2011,2011 - 2012,"7,886.00","7,949.00",1.01,"59,615",0.132282144
Chitrakoot,2012,2012 - 2013,"8,494.00","12,741.00",1.5,"60,360",0.140722333
Chitrakoot,2013,2013 - 2014,"10,155.00","18,208.00",1.79,"48,117",0.21104807
Chitrakoot,2014,2014 - 2015,"12,662.00","12,763.00",1.01,"46,193",0.274110796
Chitrakoot,2015,2015 - 2016,"12,842.00","8,566.00",0.67,"62,573",0.205232289
Chitrakoot,2016,2016 - 2017,"12,547.00","25,972.00",2.07,"67,438",0.186052374
Chitrakoot,2017,2017 - 2018,"8,957.00","16,839.00",1.88,"57,758",0.155078084
Chitrakoot,2018,2018 - 2019,"9,109.00","14,665.00",1.61,"53,706",0.16960861
Chitrakoot,2019,2019 - 2020,"10,206.00","20,677.00",2.03,"62,491",0.163319518
Chitrakoot,2020,2020 - 2021,"10,216.00","28,237.00",2.76,"57,329",0.178199515
Chitrakoot,2021,2021 - 2022,"10,215.00","22,831.00",2.24,"97,520",0.104747744
Deoria,2010,2010 - 2011,"1,28,344.00","2,56,303.00",2,"1,51,274",0.848420746
Deoria,2011,2011 - 2012,"1,30,611.00","2,87,736.00",2.2,"1,51,971",0.859446868
Deoria,2012,2012 - 2013,"1,32,142.00","2,95,337.00",2.23,"1,53,685",0.859823665
Deoria,2013,2013 - 2014,"1,35,616.00","3,33,480.00",2.46,"1,58,273",0.85684861
Deoria,2014,2014 - 2015,"1,32,892.00","2,66,980.00",2.01,"1,54,430",0.86053228
Deoria,2015,2015 - 2016,"1,24,280.00","96,441.00",0.78,"1,44,283",0.861362739
Deoria,2016,2016 - 2017,"1,33,390.00","2,79,319.00",2.09,"1,54,567",0.862991454
Deoria,2017,2017 - 2018,"1,35,889.00","3,12,409.00",2.3,"1,56,880",0.866197093
Deoria,2018,2018 - 2019,"1,32,611.00","2,72,383.00",2.05,"1,53,779",0.862347915
Deoria,2019,2019 - 2020,"1,27,424.00","3,40,477.00",2.67,"1,51,069",0.843482117
Deoria,2020,2020 - 2021,"1,33,403.00","2,88,817.00",2.16,"1,49,603",0.891713401
Deoria,2021,2021 - 2022,"1,31,385.00","2,88,784.00",2.2,"2,85,397",0.460358728
Etah,2010,2010 - 2011,"21,823.00","45,872.00",2.1,"88,198",0.247431915
Etah,2011,2011 - 2012,"27,072.00","69,358.00",2.56,"99,058",0.273294434
Etah,2012,2012 - 2013,"18,727.00","49,608.00",2.65,"96,602",0.19385727
Etah,2013,2013 - 2014,"19,297.00","45,001.00",2.33,"93,949",0.205398674
Etah,2014,2014 - 2015,"18,244.00","40,283.00",2.21,"90,476",0.201644635
Etah,2015,2015 - 2016,"29,394.00","45,414.00",1.55,"1,15,587",0.254301954
Etah,2016,2016 - 2017,"17,804.00","38,920.00",2.19,"97,326",0.182931591
Etah,2017,2017 - 2018,"14,244.00","36,750.00",2.58,"91,559",0.155571817
Etah,2018,2018 - 2019,"17,697.00","47,163.00",2.67,"91,328",0.193774089
Etah,2019,2019 - 2020,"19,215.00","55,935.00",2.91,"95,203",0.201831875
Etah,2020,2020 - 2021,"19,989.00","57,568.00",2.88,"1,06,643",0.187438463
Etah,2021,2021 - 2022,"18,261.00","48,775.00",2.67,"1,92,737",0.09474569
Etawah,2010,2010 - 2011,"43,727.00","1,08,224.00",2.47,"91,505",0.477864598
Etawah,2011,2011 - 2012,"50,571.00","1,36,997.00",2.71,"96,562",0.523715333
Etawah,2012,2012 - 2013,"49,251.00","1,45,734.00",2.96,"94,156",0.52307872
Etawah,2013,2013 - 2014,"58,263.00","1,69,604.00",2.91,"1,02,642",0.567633133
Etawah,2014,2014 - 2015,"52,797.00","1,36,533.00",2.59,"1,00,080",0.527547962
Etawah,2015,2015 - 2016,"53,707.00","1,32,441.00",2.47,"1,01,743",0.527869239
Etawah,2016,2016 - 2017,"50,515.00","1,37,906.00",2.73,"97,524",0.517975063
Etawah,2017,2017 - 2018,"51,452.00","1,47,204.00",2.86,"99,833",0.515380686
Etawah,2018,2018 - 2019,"54,256.00","1,67,380.00",3.09,"1,00,949",0.537459509
Etawah,2019,2019 - 2020,"51,152.00","1,59,185.00",3.11,"96,693",0.52901451
Etawah,2020,2020 - 2021,"53,758.00","1,69,983.00",3.16,"98,722",0.544539211
Etawah,2021,2021 - 2022,"50,869.00","1,55,964.00",3.07,"1,91,359",0.265830194
Faizabad,2010,2010 - 2011,"97,099.00","2,14,200.00",2.21,"1,24,533",0.779704978
Faizabad,2011,2011 - 2012,"99,295.00","2,36,719.00",2.38,"1,28,061",0.775372674
Faizabad,2012,2012 - 2013,"99,791.00","2,53,569.00",2.54,"1,29,467",0.770783288
Faizabad,2013,2013 - 2014,"1,03,896.00","2,72,519.00",2.62,"1,31,430",0.790504451
Faizabad,2014,2014 - 2015,"94,586.00","2,07,805.00",2.2,"1,22,236",0.773798226
Faizabad,2015,2015 - 2016,"93,220.00","1,94,643.00",2.09,"1,18,036",0.789759057
Faizabad,2016,2016 - 2017,"97,623.00","2,49,329.00",2.55,"1,27,027",0.768521653
